reviewSequence,questionId,unitId,skillSlot,skillId,skillTitle,questionType,difficulty,primaryText,choicesJson,answerIndex,figureId,initialVerdict,reviewNote,autoFlags,directRendererDefectCount,allRendererDefectCount,contentSha256,contentAuthority
188,u01-s014-v006,u01,s014,integer-scientific-notation,科學記號：用 1≤|a|<10 與 10 的冪表示大小,mc,standard,(2×10³)(4×10⁵) 的結果為何？,"[""8×10¹⁵"", ""8×10⁸"", ""6×10⁸"", ""8×10²""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,00b58716545a74bef18e615a6cc7bf93e5a07f1f6ca7bd0918c29c8673a0a5ea,CHATGPT_HUMAN_AUTHORED_R1
189,u01-s014-v007,u01,s014,integer-scientific-notation,科學記號：用 1≤|a|<10 與 10 的冪表示大小,mc,advanced,(9×10⁸)÷(3×10²) 的結果為何？,"[""3×10¹⁰"", ""6×10⁶"", ""3×10⁶"", ""3×10⁴""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,8ebf4b8969ebf2d3b277b639b7d3ab34deed6317b3daeef61300e9cc66dd7f9e,CHATGPT_HUMAN_AUTHORED_R1
190,u01-s014-v008,u01,s014,integer-scientific-notation,科學記號：用 1≤|a|<10 與 10 的冪表示大小,mc,advanced,18×10⁴ 改寫成標準科學記號為何？,"[""18×10⁴"", ""0.18×10⁶"", ""1.8×10⁴"", ""1.8×10⁵""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,f2c140155d0489da56a7533426537630dda6d6e21ec9f785eb7f54b8eabdb15c,CHATGPT_HUMAN_AUTHORED_R1
191,u01-s014-v009,u01,s014,integer-scientific-notation,科學記號：用 1≤|a|<10 與 10 的冪表示大小,mc,advanced,0.00000045 的標準科學記號為何？,"[""4.5×10⁻⁷"", ""4.5×10⁻⁶"", ""45×10⁻⁸"", ""0.45×10⁻⁶""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,028a35a34bb0bc0fa0a40272051658442d046100bc0f9cbfc6b01dfb95bdf969,CHATGPT_HUMAN_AUTHORED_R1
192,u01-s014-v010,u01,s014,integer-scientific-notation,科學記號：用 1≤|a|<10 與 10 的冪表示大小,mc,literacy,"某城市人口為 23,500,000 人。用標準科學記號表示為何？","[""23.5×10⁶ 人"", ""2.35×10⁷ 人"", ""2.35×10⁶ 人"", ""0.235×10⁸ 人""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,115c1b484fb943ec2886739a1de312123ce64ea2c03e733e7f98bcf1e01ef577,CHATGPT_HUMAN_AUTHORED_R1
193,u01-s014-v011,u01,s014,integer-scientific-notation,科學記號：用 1≤|a|<10 與 10 的冪表示大小,mc,literacy,某微生物直徑約 8.2×10⁻⁶ 公尺。5 個首尾相接的總長度約為多少？,"[""4.1×10⁻⁶ 公尺"", ""13.2×10⁻⁶ 公尺"", ""4.1×10⁻⁵ 公尺"", ""41×10⁻⁵ 公尺""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,e37062f7205d3ec74185d5cd38873c5240845251d117fe1496657564ff464db3,CHATGPT_HUMAN_AUTHORED_R1
194,u01-s014-v012,u01,s014,integer-scientific-notation,科學記號：用 1≤|a|<10 與 10 的冪表示大小,mc,literacy,兩座資料站一天分別傳送 1.2×10⁹ 位元與 3.8×10⁹ 位元。合計傳送多少位元？,"[""4.56×10¹⁸"", ""2.6×10⁹"", ""5.0×10¹⁸"", ""5.0×10⁹""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,b5b1ad9f928aea2efc580ae96493f6e78f158ac77840a1deb63bdd07b8ac8e80,CHATGPT_HUMAN_AUTHORED_R1
195,u01-s014-cr001,u01,s014,integer-scientific-notation,科學記號：用 1≤|a|<10 與 10 的冪表示大小,cr,standard,"將 78,400,000 與 0.000092 分別寫成標準科學記號，再各自還原檢查。",[],,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,af2278d9b683c40f83882fb1b1dec1ffab33c91dee6f147c967e1e02932ece32,CHATGPT_HUMAN_AUTHORED_R1
196,u01-s014-cr002,u01,s014,integer-scientific-notation,科學記號：用 1≤|a|<10 與 10 的冪表示大小,cr,advanced,計算 (6×10⁷)÷(3×10³)+(4×10⁴)，答案用標準科學記號表示，並解釋為何加法時不能把指數直接相加。,[],,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,11e06ea7277159da3e3fcb0e92b7bd9e253b9cdd58568a3d8c889c6b4dd2d237,CHATGPT_HUMAN_AUTHORED_R1
197,u01-s015-v001,u01,s015,integer-literacy-context,整數與科學記號的綜合情境應用：從資料到模型,mc,basic,冷凍庫起始溫度為 -5°C，升高 8°C 後，溫度是多少？,"[""3°C"", ""-13°C"", ""8°C"", ""13°C""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,ff0b6415f315dc791490ff5a65136608b489f13c1972ce78961d5bfba5d07107,CHATGPT_HUMAN_AUTHORED_R1
198,u01-s015-v002,u01,s015,integer-literacy-context,整數與科學記號的綜合情境應用：從資料到模型,mc,basic,步道把入口記為 0 公里，向西為負。補給點在入口西方 6 公里，應記為何者？,"[""+6 公里"", ""-6 公里"", ""0 公里"", ""6 公里且不需方向""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,31e5c5774baf5f7286ade3672f705a84677b67bf673756707bf1598cb8b92b40,CHATGPT_HUMAN_AUTHORED_R1
199,u01-s015-v003,u01,s015,integer-literacy-context,整數與科學記號的綜合情境應用：從資料到模型,mc,basic,帳戶餘額為 -200 元，存入 350 元後餘額是多少？,"[""-550 元"", ""-150 元"", ""150 元"", ""550 元""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,7921de10f53bf28bc00ad6ac707b257da30793f611de3ec29766a45658a5c077,CHATGPT_HUMAN_AUTHORED_R1
200,u01-s015-v004,u01,s015,integer-literacy-context,整數與科學記號的綜合情境應用：從資料到模型,mc,standard,某日最低溫 -7°C、最高溫 4°C。日溫差是多少？,"[""-11°C"", ""3°C"", ""7°C"", ""11°C""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,e33e89cb11ddda0e1e2d7d5b24cf26642a0f0cb047eca54e3437d30e4a66cfd5,CHATGPT_HUMAN_AUTHORED_R1
201,u01-s015-v005,u01,s015,integer-literacy-context,整數與科學記號的綜合情境應用：從資料到模型,mc,standard,"生產目標為 1,000 件。甲線偏差 -35 件，乙線偏差 +20 件。兩線實際產量相差多少？","[""55 件"", ""15 件"", ""35 件"", ""20 件""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,61ba1e9557e7d9bc0dfc8c8570aca815b2db6896bd39858c61cf0d64322defca,CHATGPT_HUMAN_AUTHORED_R1
202,u01-s015-v006,u01,s015,integer-literacy-context,整數與科學記號的綜合情境應用：從資料到模型,mc,standard,資料 A 為 3.2×10⁵，資料 B 為 4.1×10⁴。A-B 的標準科學記號為何？,"[""2.79×10⁴"", ""2.79×10⁵"", ""3.61×10⁵"", ""7.3×10⁹""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,eac40da1fed282727f5b575862e752e5312ab6f768f4b5da7a033bfa52456243,CHATGPT_HUMAN_AUTHORED_R1
203,u01-s015-v007,u01,s015,integer-literacy-context,整數與科學記號的綜合情境應用：從資料到模型,mc,advanced,帳戶起始 500 元，連續 3 次各支出 180 元，之後收入 250 元。最後餘額為何？,"[""-290 元"", ""790 元"", ""210 元"", ""1,290 元""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,7d6c6ea2b62c3c1b4b28c325d6672934bc54b018a47ae7a383c0db0cc044ba0d,CHATGPT_HUMAN_AUTHORED_R1
204,u01-s015-v008,u01,s015,integer-literacy-context,整數與科學記號的綜合情境應用：從資料到模型,mc,advanced,冷庫以 -20°C 為起始值，三次調整依序為 +7°C、-5°C、+2°C。最後溫度為何？,"[""-34°C"", ""-20°C"", ""-14°C"", ""-16°C""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,02c7b7628f48e57aff7c171274e00bbaa588a227f9e1f8513213a7b563ab039b,CHATGPT_HUMAN_AUTHORED_R1
205,u01-s015-v009,u01,s015,integer-literacy-context,整數與科學記號的綜合情境應用：從資料到模型,mc,advanced,工廠每天生產 2.5×10⁴ 個零件，連續生產 12 天。總產量的標準科學記號為何？,"[""3.0×10⁵ 個"", ""3.0×10⁴ 個"", ""30×10⁵ 個"", ""1.45×10⁵ 個""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,335a68ef757f70b82698548e9549b751939ea68ea8be26bccc02b03cf1777513,CHATGPT_HUMAN_AUTHORED_R1
206,u01-s015-v010,u01,s015,integer-literacy-context,整數與科學記號的綜合情境應用：從資料到模型,mc,literacy,倉庫數線上，A 區在 -8，B 區在 5，C 區在 -2。機器人從 A 到 B，再從 B 到 C。總路程是多少？,"[""6 單位"", ""20 單位"", ""13 單位"", ""7 單位""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,2591e81952774eefd33ed283f43ed8c3fe184ca32689d8bbede203f27ac3013e,CHATGPT_HUMAN_AUTHORED_R1
207,u01-s015-v011,u01,s015,integer-literacy-context,整數與科學記號的綜合情境應用：從資料到模型,mc,literacy,山區測站上午高度偏差 -12 公尺，下午因地面調整先增加 7 公尺，再減少 3 公尺。若基準高程為 480 公尺，下午實際高程是多少？,"[""492 公尺"", ""476 公尺"", ""472 公尺"", ""468 公尺""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,fa19688282408e5eba11f228665d3b3bab9e55ea26f9f05f5ce577df90f88d5b,CHATGPT_HUMAN_AUTHORED_R1
208,u01-s015-v012,u01,s015,integer-literacy-context,整數與科學記號的綜合情境應用：從資料到模型,mc,literacy,探測器 A 距離基地 4.2×10⁸ 公尺，B 距離 7.5×10⁷ 公尺。A 比 B 遠多少？,"[""3.45×10⁷ 公尺"", ""4.95×10⁸ 公尺"", ""3.45×10¹⁵ 公尺"", ""3.45×10⁸ 公尺""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,ff513cf10ce9abf3684c1d7b6eabdfb1adaada4445552a25121d2df15ef3bc71,CHATGPT_HUMAN_AUTHORED_R1
209,u01-s015-cr001,u01,s015,integer-literacy-context,整數與科學記號的綜合情境應用：從資料到模型,cr,standard,冷鏈車起始溫度 -6°C。前 2 小時每小時升高 3°C，之後一次降溫 5°C。求總帶號變化量、最後溫度，以及起始與最後相差多少，並列完整算式。,[],,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,836379f68191c4c66724fba459a85c317fa467b75e276128d4c15f97b0c6cc5b,CHATGPT_HUMAN_AUTHORED_R1
210,u01-s015-cr002,u01,s015,integer-literacy-context,整數與科學記號的綜合情境應用：從資料到模型,cr,advanced,某研究站第一天傳回 1.8×10⁶ 位元，第二天比第一天少 4.5×10⁵ 位元，第三天是第二天的 2 倍。求第二天、第三天與三天總量，全部用標準科學記號。,[],,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,5c217b7a6f10c615959aaf00707c5953da8218b6e9622938fedfe32104d4818d,CHATGPT_HUMAN_AUTHORED_R1
211,u02-s001-v001,u02,s001,fraction-factor-multiple,因數與倍數：從整除關係理解分組和排列與週期,mc,basic,下列哪一個數是 24 的因數？,"[""6"", ""10"", ""14"", ""18""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,5a321674d35efc99e8995c003dcedfb21a8a64e2f21a7dc251fe5cbdacad1607,CHATGPT_HUMAN_AUTHORED_R1
212,u02-s001-v002,u02,s001,fraction-factor-multiple,因數與倍數：從整除關係理解分組和排列與週期,mc,basic,下列哪一個數是 8 的倍數？,"[""30"", ""40"", ""54"", ""62""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,a37494acf400f56ff741237608184b6bb7123f503d6278121a7993fedef47881,CHATGPT_HUMAN_AUTHORED_R1
213,u02-s001-v003,u02,s001,fraction-factor-multiple,因數與倍數：從整除關係理解分組和排列與週期,mc,basic,若 7 是 n 的因數，下列哪一個可能是 n？,"[""30"", ""32"", ""35"", ""38""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,7e48d7ac6cebe6b680480e66344dff578a9280788ea2d2d76caca956fe29027d,CHATGPT_HUMAN_AUTHORED_R1
214,u02-s001-v004,u02,s001,fraction-factor-multiple,因數與倍數：從整除關係理解分組和排列與週期,mc,standard,36 的所有正因數中，最大的是哪一個？,"[""1"", ""6"", ""18"", ""36""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,e565b7acb13739346667b0400e3cf99c5866dacf819b1c601ad245c885f80982,CHATGPT_HUMAN_AUTHORED_R1
215,u02-s001-v005,u02,s001,fraction-factor-multiple,因數與倍數：從整除關係理解分組和排列與週期,mc,standard,關於正整數的因數與倍數，下列哪一個敘述正確？,"[""1 是每個正整數的因數"", ""0 是每個正整數的因數"", ""每個正整數都有無限多個正因數"", ""12 是 5 的倍數""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,264fe2e7a3aa222eeff5fcc896b66fad168e34ba5c77dd77f595e8b2fbcb3dd8,CHATGPT_HUMAN_AUTHORED_R1
216,u02-s001-v006,u02,s001,fraction-factor-multiple,因數與倍數：從整除關係理解分組和排列與週期,mc,standard,小於 50 的正整數中，同時是 6 和 9 的倍數者有幾個？,"[""1 個"", ""2 個"", ""3 個"", ""4 個""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,8419eeebc431aba025028b4e1daed669233ec593517de155388b188d1ebbd341,CHATGPT_HUMAN_AUTHORED_R1
217,u02-s001-v007,u02,s001,fraction-factor-multiple,因數與倍數：從整除關係理解分組和排列與週期,mc,advanced,某正整數 n 滿足：6 是 n 的因數、n 是 54 的因數，且 n>10。下列哪一個可能是 n？,"[""12"", ""15"", ""18"", ""24""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,f98f7befaa75fe10489a42a6d5ed88c797829bb35ba4899b30aed334bf5170c6,CHATGPT_HUMAN_AUTHORED_R1
218,u02-s001-v008,u02,s001,fraction-factor-multiple,因數與倍數：從整除關係理解分組和排列與週期,mc,advanced,一個正整數有且只有 6 個正因數。下列哪一個數符合？,"[""16"", ""24"", ""25"", ""20""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,35d43924652dadf664e2a52dde4e78b0e14869526d6617db926316a05f8097a8,CHATGPT_HUMAN_AUTHORED_R1
219,u02-s001-v009,u02,s001,fraction-factor-multiple,因數與倍數：從整除關係理解分組和排列與週期,mc,advanced,介於 40 與 70 之間的整數中，同時以 5 和 6 為因數的數是哪一個？,"[""60"", ""50"", ""54"", ""65""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,2de44adbc8aa0d788110b6075ba0a24f192f13512f1937822cd6f24f66bd9ee1,CHATGPT_HUMAN_AUTHORED_R1
220,u02-s001-v010,u02,s001,fraction-factor-multiple,因數與倍數：從整除關係理解分組和排列與週期,mc,literacy,老師有 72 張卡片，要平均分成若干組，每組張數相同且不剩。下列哪一個組數不可行？,"[""6 組"", ""10 組"", ""8 組"", ""12 組""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,23214a5deec47f76d2c219b58596ddb22a919afa85c8dc1ad64b935434e6a649,CHATGPT_HUMAN_AUTHORED_R1
221,u02-s001-v011,u02,s001,fraction-factor-multiple,因數與倍數：從整除關係理解分組和排列與週期,mc,literacy,一條 96 公分的緞帶要剪成等長且每段為整數公分。下列哪一個長度可以完全剪完？,"[""5 公分"", ""7 公分"", ""8 公分"", ""10 公分""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,a39a23e94ed9fc80fd176ea073ef2c95fbee5fd2da70b1f415012b5721e3a12a,CHATGPT_HUMAN_AUTHORED_R1
222,u02-s001-v012,u02,s001,fraction-factor-multiple,因數與倍數：從整除關係理解分組和排列與週期,mc,literacy,某展場每 14 個座位編成一區。若共有 196 個座位且全部編完，總區數是多少？,"[""12 區"", ""13 區"", ""15 區"", ""14 區""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,4d2ec5d318566c169c72d9717d88f6d0660614b81df918b87ce25bb57b1c34b3,CHATGPT_HUMAN_AUTHORED_R1
223,u02-s001-cr001,u02,s001,fraction-factor-multiple,因數與倍數：從整除關係理解分組和排列與週期,cr,standard,列出 48 的所有正因數，並說明你如何確認沒有遺漏。,[],,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,ANY_RENDERER_DEFECT,0,1,c6dfdafebf3845151a4383a45b2aea0753f4c176e9c2ab8a265d0eb30cfe7186,CHATGPT_HUMAN_AUTHORED_R1
224,u02-s001-cr002,u02,s001,fraction-factor-multiple,因數與倍數：從整除關係理解分組和排列與週期,cr,advanced,正整數 n 小於 80，且 6、8 都是 n 的因數。列出所有可能的 n，並解釋。,[],,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,be132995c5de5382ff23672f79354735fc3966adad314ef08e140d3525005f33,CHATGPT_HUMAN_AUTHORED_R1
225,u02-s002-v001,u02,s002,fraction-prime-composite,質數與合數：用正因數個數辨認整數結構,mc,basic,下列哪一個數是質數？,"[""13"", ""15"", ""21"", ""27""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,0e07716da48ccd56253e3d63108862bb3e9fb243a1557c977af7fe2c9995e77c,CHATGPT_HUMAN_AUTHORED_R1
226,u02-s002-v002,u02,s002,fraction-prime-composite,質數與合數：用正因數個數辨認整數結構,mc,basic,下列哪一個數是合數？,"[""17"", ""22"", ""29"", ""31""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,ff2f4372da2c3b211b6e5d9394722e4c31f0f456be713d687fdfb6f49a528297,CHATGPT_HUMAN_AUTHORED_R1
227,u02-s002-v003,u02,s002,fraction-prime-composite,質數與合數：用正因數個數辨認整數結構,mc,basic,關於數 1，下列敘述何者正確？,"[""1 是最小質數"", ""1 是最小合數"", ""1 既不是質數也不是合數"", ""1 同時是質數和合數""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,18a32505c47f3b3f61113f589e4f01de401efbc50907b79550b00aa21bf1c815,CHATGPT_HUMAN_AUTHORED_R1
228,u02-s002-v004,u02,s002,fraction-prime-composite,質數與合數：用正因數個數辨認整數結構,mc,standard,唯一的偶質數是哪一個？,"[""0"", ""1"", ""4"", ""2""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,f5452b368d875e4bcd8c2f4e959fb9c3284d33ff05c504f0d28c8ee16c8c94da,CHATGPT_HUMAN_AUTHORED_R1
229,u02-s002-v005,u02,s002,fraction-prime-composite,質數與合數：用正因數個數辨認整數結構,mc,standard,10 到 20 之間共有幾個質數？,"[""4 個"", ""5 個"", ""6 個"", ""7 個""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,4ba73dc79549e104ae19315bcc64454522fd8a6e3787694300ea2585a2f21584,CHATGPT_HUMAN_AUTHORED_R1
230,u02-s002-v006,u02,s002,fraction-prime-composite,質數與合數：用正因數個數辨認整數結構,mc,standard,若 p 是小於 10 的質數，且 p 能整除 91，則 p 是多少？,"[""5"", ""7"", ""11"", ""13""]",1,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,aa9125144bc12f710963c9b45465fddb1c68ecb7c48595d94eb237f8251ad30c,CHATGPT_HUMAN_AUTHORED_R1
231,u02-s002-v007,u02,s002,fraction-prime-composite,質數與合數：用正因數個數辨認整數結構,mc,advanced,下列哪一個數可以寫成兩個不同質數的乘積？,"[""49"", ""75"", ""77"", ""81""]",2,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,30ba2acbcab711fe54020298a3e38f0df99f34ef0d8ebd66c2d6b6a5cbf95627,CHATGPT_HUMAN_AUTHORED_R1
232,u02-s002-v008,u02,s002,fraction-prime-composite,質數與合數：用正因數個數辨認整數結構,mc,advanced,某質數 q 介於 40 與 50 之間，且 q+2 也是質數。q 是多少？,"[""43"", ""45"", ""47"", ""41""]",3,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,30264b90ed7255fd2fab469e40ee7cf91fc76e2522da175eb591c27b0d2df98a,CHATGPT_HUMAN_AUTHORED_R1
233,u02-s002-v009,u02,s002,fraction-prime-composite,質數與合數：用正因數個數辨認整數結構,mc,advanced,若 n 是大於 1 的整數，且 n 與 n+1 都是質數，則 n 是多少？,"[""2"", ""3"", ""5"", ""7""]",0,,PENDING_MANUAL,Not yet manually adjudicated. No PASS status has been assigned.,,0,0,53fc1e9222636a7863b25389105bcb2717fd9acee45f197afbfada7644fd85f9,CHATGPT_HUMAN_AUTHORED_R1
